fdc_id,food_name,carbs_g,protein_g,fat_g,calories
172172,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",0.22,28.36,6.14,170.0
172173,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, all grades, raw",0.0,21.38,5.36,134.0
172174,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, choice, raw",0.0,21.34,5.82,138.0
172175,"Cheese, blue",2.34,21.4,28.74,353.0
172176,"Cheese, brick",2.79,23.24,29.68,371.0
172177,"Cheese, brie",0.45,20.75,27.68,334.0
172178,"Cheese, camembert",0.46,19.8,24.26,300.0
172179,"Cheese, cottage, creamed, large or small curd",3.38,11.12,4.3,98.0
172180,"Cheese, cottage, creamed, with fruit",4.61,10.69,3.85,97.0
172181,"Cheese, cottage, nonfat, uncreamed, dry, large or small curd",6.66,10.34,0.29,72.0
172183,"Egg, white, raw, fresh",0.73,10.9,0.17,52.0
172184,"Egg, yolk, raw, fresh",3.59,15.86,26.54,322.0
172185,"Egg, whole, cooked, omelet",0.64,10.57,11.66,154.0
172186,"Egg, whole, cooked, poached",0.71,12.51,9.47,143.0
172187,"Egg, whole, cooked, scrambled",1.61,9.99,10.98,149.0
172189,"Egg, duck, whole, fresh, raw",1.45,12.81,13.77,185.0
172190,"Egg, goose, whole, fresh, raw",1.35,13.87,13.27,185.0
172191,"Egg, quail, whole, fresh, raw",0.41,13.05,11.09,158.0
172192,"Egg, turkey, whole, fresh, raw",1.15,13.68,11.88,171.0
172193,"Milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids, without added vitamin A",5.49,3.95,1.98,56.0
172194,"Milk, canned, evaporated, with added vitamin A",10.04,6.81,7.56,134.0
172195,"Milk, dry, nonfat, regular, with added vitamin A and vitamin D",51.98,36.16,0.77,362.0
172196,"Milk, dry, nonfat, instant, without added vitamin A and vitamin D",52.19,35.1,0.72,358.0
172197,"Cheese, goat, hard type",2.17,30.52,35.59,452.0
172198,"Cheese substitute, mozzarella",23.67,11.47,12.22,248.0
172199,"Yogurt, Greek, 2% fat, mango, CHOBANI",11.84,7.64,1.69,93.0
172200,"Cheese sauce, prepared from recipe",5.48,10.33,14.92,197.0
172201,"Cheese, mexican, queso anejo",4.63,21.44,29.98,373.0
172202,"Egg, whole, raw, frozen, pasteurized (Includes foods for USDA's Food Distribution Program)",1.01,12.33,9.95,147.0
172205,"Milk, reduced fat, fluid, 2% milkfat, without added vitamin A and vitamin D",4.8,3.3,1.98,50.0
172206,"Parmesan cheese topping, fat free",40.0,40.0,5.0,370.0
172207,"Cheese, cream, fat free",7.66,15.69,1.0,105.0
172208,"Yogurt, chocolate, nonfat milk",23.53,3.53,0.0,112.0
172209,KRAFT CHEEZ WHIZ Pasteurized Process Cheese Sauce,9.2,12.0,21.0,276.0
172210,KRAFT BREAKSTONE'S Reduced Fat Sour Cream,6.5,4.5,12.0,152.0
172211,KRAFT BREAKSTONE'S FREE Fat Free Sour Cream,15.1,4.7,1.3,91.0
172212,"Cream, half and half, fat free",9.0,2.6,1.4,59.0
172213,Reddi Wip Fat Free Whipped Topping,25.0,3.0,5.0,149.0
172214,"Cream substitute, flavored, powdered",75.42,0.68,21.47,482.0
172215,"Cheese, provolone, reduced fat",3.5,24.7,17.6,274.0
172216,"Cheese, Mexican, blend, reduced fat",3.41,24.69,19.4,282.0
172217,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D",4.78,3.15,3.27,61.0
172218,"Yogurt, fruit, lowfat, with low calorie sweetener, fortified with vitamin D",18.6,4.86,1.41,105.0
172219,"Yogurt, vanilla, low fat, fortified with vitamin D",13.8,4.93,1.25,85.0
172220,"Yogurt, vanilla or lemon flavor, nonfat milk, sweetened with low-calorie sweetener, fortified with vitamin D",7.5,3.86,0.18,43.0
172221,"Yogurt, chocolate, nonfat milk, fortified with vitamin D",23.53,3.53,0.0,112.0
172223,"Cheese, fresh, queso fresco",2.98,18.09,23.82,299.0
172224,"Cheese, white, queso blanco",2.53,20.38,24.31,310.0
172225,"Milk, buttermilk, fluid, whole",4.88,3.21,3.31,62.0
172226,Ice cream sandwich,37.14,4.29,8.57,237.0
172227,Ice cream cookie sandwich,39.6,3.7,7.4,240.0
172228,"Ice cream cone, chocolate covered, with nuts, flavors other than chocolate",34.38,5.21,21.88,354.0
172229,"Ice cream sandwich, made with light ice cream, vanilla",39.64,4.29,3.04,186.0
172230,"Ice cream sandwich, vanilla, light, no sugar added",42.86,5.71,2.86,200.0
172231,"Spices, turmeric, ground",67.14,9.68,3.25,312.0
172232,"Basil, fresh",2.65,3.15,0.64,23.0
172233,"Dill weed, fresh",7.02,3.46,1.12,43.0
172235,"Vanilla extract, imitation, alcohol",2.41,0.05,0.0,237.0
172236,"Vanilla extract, imitation, no alcohol",14.4,0.03,0.0,56.0
172237,"Vinegar, distilled",0.04,0.0,0.0,18.0
172238,"Capers, canned",4.89,2.36,0.86,23.0
172239,"Spearmint, dried",52.04,19.93,6.03,285.0
172240,"Vinegar, red wine",0.27,0.04,0.0,19.0
172241,"Vinegar, balsamic",17.03,0.49,0.0,88.0
172242,"Seasoning mix, dry, sazon, coriander & annatto",0.0,0.0,0.0,0.0
172243,"Seasoning mix, dry, taco, original",58.0,4.5,0.0,322.0
172244,"Babyfood, meat, beef, junior",2.43,12.03,2.52,81.0
172245,"Babyfood, meat, veal, strained",1.51,13.12,2.45,81.0
172246,"Babyfood, meat, pork, strained",0.0,14.0,7.1,124.0
172247,"Babyfood, meat, ham, strained",3.7,11.3,3.8,97.0
172248,"Babyfood, meat, chicken, junior",0.0,14.0,9.6,146.0
172249,"Babyfood, meat, chicken sticks, junior",1.5,14.6,14.4,188.0
172250,"Babyfood, meat, turkey, strained",1.4,11.5,6.2,111.0
172251,"Babyfood, meat, turkey, junior",1.4,11.5,6.2,111.0
172252,"Babyfood, finger snacks, GERBER, GRADUATES, PUFFS, apple and cinnamon",85.79,6.19,2.3,344.0
172253,"Babyfood, water, bottled, GERBER, without added fluoride",0.0,0.0,0.0,0.0
172254,"Babyfood, GERBER, 3rd Foods, apple, mango and kiwi",12.88,0.47,0.0,48.0
172255,"Babyfood, tropical fruit medley",12.22,0.31,0.14,46.0
172256,"Babyfood, dinner, vegetables and dumplings and beef, strained",7.7,2.0,0.9,48.0
172257,"Babyfood, ravioli, cheese filled, with tomato sauce",16.3,3.6,2.2,99.0
172258,"Babyfood, dinner, beef noodle, strained",8.18,2.44,2.26,63.0
172259,"Babyfood, macaroni and cheese, toddler",11.2,3.5,2.6,82.0
172260,"Babyfood, dinner, beef and rice, toddler",8.8,5.0,2.9,82.0
172261,"Babyfood, dinner, beef with vegetables",6.36,2.03,6.93,96.0
172262,"Babyfood, dinner, vegetables and lamb, junior",7.1,2.1,1.7,51.0
172263,"Babyfood, dinner, chicken noodle, strained",7.81,3.53,3.22,74.0
172264,"Babyfood, dinner, chicken noodle, junior",7.8,3.53,3.23,74.0
172265,"Babyfood, dinner, vegetables, noodles and chicken, junior",9.1,1.7,2.2,64.0
172266,"Babyfood, dinner, pasta with vegetables",8.4,1.7,2.1,60.0
172267,"Babyfood, dinner, vegetables and noodles and turkey, strained",6.8,1.2,1.2,44.0
172268,"Babyfood, dinner, vegetables and noodles and turkey, junior",7.6,1.8,1.5,52.0
172269,"Babyfood, dinner, turkey and rice, strained",7.94,2.27,1.24,52.0
172270,"Babyfood, dinner, macaroni and cheese, junior",8.2,2.6,2.0,61.0
172271,"Babyfood, vegetables, green beans, strained",6.29,1.2,0.17,27.0
172272,"Babyfood, vegetables, green beans, junior",5.8,1.2,0.1,24.0
172273,"Babyfood, green beans, dices, toddler",5.7,1.2,0.2,29.0
172274,"Babyfood, vegetables, squash, strained",5.73,0.81,0.2,28.0
172275,"Babyfood, vegetables, squash, junior",5.73,0.81,0.2,24.0
172276,"Babyfood, vegetables, sweet potatoes strained",13.2,1.1,0.1,57.0
172277,"Babyfood, vegetables, sweet potatoes, junior",14.0,1.1,0.1,60.0
172278,"Babyfood, fruit, applesauce, junior",10.3,0.0,0.0,37.0
172279,"Babyfood, fruit, apricot with tapioca, strained",16.3,0.3,0.0,60.0
172280,"Babyfood, vegetables, corn, creamed, strained",14.1,1.4,0.4,57.0
172281,"Babyfood, dinner, mixed vegetable, junior",7.88,1.01,0.11,34.0
172282,"Babyfood, fruit, bananas with tapioca, junior",17.8,0.4,0.2,67.0
172283,"Babyfood, vegetables, mix vegetables junior",8.2,1.4,0.4,36.0
172284,"Babyfood, vegetables, garden vegetable, strained",6.8,2.3,0.2,32.0
172285,"Babyfood, plums, bananas and rice, strained",12.7,1.1,0.3,57.0
172286,"Babyfood, dinner, turkey, rice, and vegetables, toddler",7.5,3.8,1.6,60.0
172287,"Babyfood, dinner, apples and chicken, strained",10.88,2.16,1.38,65.0
172288,"Babyfood, dinner, broccoli and chicken, junior",6.34,3.59,2.48,62.0
172289,"Infant formula, MEAD JOHNSON, Enfamil Premature High Protein 24 Calories, ready to feed, with ARA and DHA",8.66,2.8,3.9,81.0
172290,"Infant formula, MEAD JOHNSON, Enfamil Premature 30 Calories, ready to feed, with ARA and DHA",11.13,3.2,4.8,101.0
172291,"Infant formula, MEAD JOHNSON, Enfamil for Supplementing, powder, with ARA and DHA, not reconstituted",55.8,11.7,27.0,513.0
172292,"Infant formula, MEAD JOHNSON, Enfamil Reguline Powder, with ARA and DHA, not reconstituted",55.9,11.7,27.0,513.0
172293,"Infant formula, MEAD JOHNSON, Pregestimil 24 Calories, ready to feed, with ARA and DHA",5.95,2.2,4.4,72.0
172294,"Toddler drink, MEAD JOHNSON, PurAmino Toddler Powder, with ARA and DHA, not reconstituted",55.68,13.9,26.0,512.0
172295,"Infant formula, MEAD JOHNSON, Enfamil for Supplementing, ready to feed, with ARA and DHA",7.6,1.51,3.5,68.0
172296,"Babyfood, cereal, barley, prepared with whole milk",9.94,3.73,3.26,84.0
172297,"Babyfood, cereal, oatmeal, with bananas, prepared with whole milk",10.0,3.82,3.46,86.0
172298,"Babyfood, cereal, oatmeal, with honey, prepared with whole milk",15.3,5.0,3.9,115.0
172299,"Babyfood, cereal, rice, prepared with whole milk",10.31,3.45,3.38,85.0
172300,"Babyfood, cereal, rice, with honey, prepared with whole milk",17.1,3.9,3.3,115.0
172301,"Infant formula, MEAD JOHNSON, ENFAMIL, with iron, powder",56.2,10.8,27.0,520.0
172302,"Infant formula, MEAD JOHNSON, ENFAMIL, Infant, with iron, powder, with ARA and DHA",56.2,10.8,27.0,511.0
172303,"Infant formula, MEAD JOHNSON, ENFAMIL, Infant, with iron, liquid concentrate, with ARA and DHA, reconstituted",7.86,1.31,3.5,68.0
172304,"Infant formula, MEAD JOHNSON, ENFAMIL LIPIL, with iron, ready-to-feed, with ARA and DHA",7.1,1.38,3.5,64.0
172305,"Infant formula, MEAD JOHNSON, ENFAMIL, LIPIL, low iron, ready to feed, with ARA and DHA",7.18,1.38,3.5,64.0
172306,"Infant formula, MEAD JOHNSON, ENFAMIL, Infant, ready-to-feed, with ARA and DHA",7.86,1.31,3.5,68.0
172307,"Infant formula, ABBOTT NUTRITION, SIMILAC, PM 60/40, powder not reconstituted",54.94,11.4,28.71,524.0
172308,"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN WITH LGG, with iron, powder, not reconstituted, with ARA and DHA",53.6,14.1,27.0,514.0
172309,"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, with iron, ready-to-feed, with ARA and DHA",7.21,1.83,3.5,68.0
172310,"Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, with iron, ready-to-feed",6.77,1.8,3.63,66.0
172311,"Infant formula, MEAD JOHNSON, ENFAMIL, ENFACARE, with iron, powder, with ARA and DHA",53.8,13.9,26.0,505.0
172312,"Infant formula, ABBOTT NUTRITION, SIMILAC, with iron, liquid concentrate, not reconstituted",13.76,2.64,6.89,127.0
172313,"Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed",11.15,2.86,4.77,99.0
172314,"Infant formula, MEAD JOHNSON, NEXT STEP, PROSOBEE LIPIL, powder, with ARA and DHA",57.1,15.6,21.0,480.0
172315,"Infant formula, MEAD JOHNSON, NEXT STEP, PROSOBEE, LIPIL, ready to feed, with ARA and DHA",8.09,2.14,2.91,67.0
172316,"Infant formula, NESTLE, GOOD START SOY, with ARA and DHA, powder",55.6,12.5,25.6,503.0
172317,"Babyfood, corn and sweet potatoes, strained",15.23,1.26,0.28,68.0
172318,"Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, ADVANCE, ready-to-feed, with ARA and DHA",6.77,1.8,3.63,67.0
172319,"Infant formula, PBM PRODUCTS, store brand, ready-to-feed",6.39,1.4,3.5,63.0
172320,"Infant formula, PBM PRODUCTS, store brand, liquid concentrate, not reconstituted",13.9,2.9,7.0,130.0
172321,"Infant formula, MEAD JOHNSON, ENFAMIL, AR, ready-to-feed, with ARA and DHA",8.73,1.64,3.3,71.0
172322,"Infant formula, MEAD JOHNSON, ENFAMIL, AR, powder, with ARA and DHA",57.4,12.4,25.0,504.0
172323,"Infant formula, ABBOTT NUTRITION, SIMILAC NEOSURE, ready-to-feed, with ARA and DHA",6.94,1.92,3.77,69.0
172324,"Infant formula, ABBOTT NUTRITION, SIMILAC, NEOSURE, powder, with ARA and DHA",51.75,14.42,28.33,520.0
172325,"Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE (LACTOSE FREE) ready-to-feed, with ARA and DHA",7.4,1.48,3.74,68.0
172326,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, liquid concentrate, not reconstituted",13.52,2.64,6.89,127.0
172327,"Shortening, household, lard and vegetable oil",0.0,0.0,100.0,900.0
172328,"Oil, sunflower, linoleic, (partially hydrogenated)",0.0,0.0,100.0,884.0
172329,"Shortening bread, soybean (hydrogenated) and cottonseed",0.0,0.0,100.0,884.0
172330,"Shortening cake mix, soybean (hydrogenated) and cottonseed (hydrogenated)",0.0,0.0,100.0,884.0
172331,"Shortening frying (heavy duty), palm (hydrogenated)",0.0,0.0,100.0,884.0
172332,Shortening household soybean (hydrogenated) and palm,0.0,0.0,100.0,884.0
172333,"Shortening frying (heavy duty), soybean (hydrogenated), linoleic (less than 1%)",0.0,0.0,100.0,884.0
172334,"Shortening, confectionery, fractionated palm",0.0,0.0,100.0,884.0
172335,"Oil, nutmeg butter",0.0,0.0,100.0,884.0
172336,"Oil, canola",0.0,0.0,100.0,884.0
172337,"Oil, mustard",0.0,0.0,100.0,884.0
172338,"Oil, sunflower, high oleic (70% and over)",0.0,0.0,100.0,884.0
172339,"Margarine-like, margarine-butter blend, soybean oil and butter",0.77,0.31,80.32,727.0
172340,"Fish oil, herring",0.0,0.0,100.0,902.0
172341,"Fish oil, menhaden",0.0,0.0,100.0,902.0
172342,"Fish oil, menhaden, fully hydrogenated",0.0,0.0,100.0,902.0
172343,"Fish oil, salmon",0.0,0.0,100.0,902.0
172344,"Butter, light, stick, without salt",0.0,3.3,55.1,499.0
172345,"Animal fat, bacon grease",0.0,0.0,99.5,897.0
172346,"Margarine, regular, 80% fat, composite, stick, with salt",0.7,0.16,80.71,717.0
172347,"Margarine, regular, 80% fat, composite, tub, with salt",0.75,0.22,80.17,713.0
172348,"Margarine-like, vegetable oil spread, 60% fat, stick, with salt",0.69,0.12,60.39,537.0
172349,"Margarine, regular, 80% fat, composite, tub, without salt",0.75,0.22,80.17,713.0
172350,"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, without salt",0.86,0.17,59.81,533.0
172351,"Margarine-like, vegetable oil spread, fat free, liquid, with salt",2.5,1.5,3.0,43.0
172352,"Margarine-like spread with yogurt, 70% fat, stick, with salt",0.5,0.3,70.0,630.0
172353,"Margarine-like, vegetable oil spread, fat-free, tub",4.34,0.1,3.04,44.0
172354,"Margarine-like, vegetable oil spread, 20% fat, with salt",0.4,0.0,19.5,175.0
172355,"Margarine-like, vegetable oil spread, 20% fat, without salt",0.4,0.0,19.5,175.0
172356,"Salad dressing, thousand island dressing, fat-free",29.27,0.55,1.45,132.0
172357,"Oil, industrial, mid-oleic, sunflower",0.0,0.0,100.0,884.0
172358,"Oil, industrial, canola with antifoaming agent, principal uses salads, woks and light frying",0.0,0.0,100.0,884.0
172359,"Oil, industrial, canola for salads, woks and light frying",0.0,0.0,100.0,884.0
172360,"Oil, industrial, canola (partially hydrogenated) oil for deep fat frying",0.0,0.0,100.0,884.0
172361,"Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor",0.0,0.0,100.0,884.0
172362,"Oil, industrial, soy ( partially hydrogenated), all purpose",0.0,0.0,100.0,884.0
172363,"Oil, industrial, soy (partially hydrogenated ) and soy (winterized), pourable clear fry",0.0,0.0,100.0,884.0
172364,"Oil, industrial, soy (partially hydrogenated)  and cottonseed, principal use as a tortilla shortening",0.0,0.0,100.0,884.0
172365,"Oil, industrial, coconut, confection fat, typical basis for ice cream coatings",0.0,0.0,100.0,884.0
172366,"Oil, industrial, palm kernel (hydrogenated) , used for whipped toppings, non-dairy",0.0,0.0,100.0,884.0
172367,"Oil, industrial, coconut (hydrogenated), used for whipped toppings and coffee whiteners",0.0,0.0,99.5,880.0
172368,"Oil, industrial, palm and palm kernel, filling fat (non-hydrogenated)",0.0,0.0,99.5,880.0
172369,"Margarine, industrial, soy and partially hydrogenated soy oil, use for baking, sauces and candy",0.71,0.18,80.0,714.0
172370,"Oil, vegetable, soybean, refined",0.0,0.0,100.0,884.0
172371,"Margarine-like spread, SMART BALANCE Regular Buttery Spread with flax oil",0.14,0.14,64.63,583.0
172372,"Margarine-like spread, SMART BALANCE Light Buttery Spread",1.98,0.02,36.41,337.0
172373,"Chicken, broilers or fryers, drumstick, meat and skin, raw",0.11,18.08,9.2,161.0
172374,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, batter",8.28,21.95,15.75,268.0
172375,"Chicken, broilers or fryers, drumstick, meat only, cooked, fried",0.0,28.62,8.08,195.0
172376,"Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted",0.0,24.24,5.7,155.0
172377,"Chicken, broilers or fryers, drumstick, meat only, cooked, stewed",0.0,27.5,5.71,169.0
172378,"Chicken, broilers or fryers, leg, meat and skin, raw",0.17,16.37,15.95,214.0
172379,"Chicken, broilers or fryers, leg, meat only, cooked, fried",0.65,28.38,9.32,208.0
172380,"Chicken, broilers or fryers, leg, meat only, cooked, roasted",0.0,24.22,7.8,174.0
172381,"Chicken, broilers or fryers, leg, meat only, cooked, stewed",0.0,26.26,8.06,185.0
172382,"Chicken, broilers or fryers, neck, meat and skin, raw",0.0,14.07,26.24,297.0
172383,"Chicken, broilers or fryers, neck, meat only, cooked, fried",1.77,26.87,11.88,229.0
172384,"Chicken, broilers or fryers, neck, meat only, cooked, simmered",0.0,24.56,8.18,179.0
172385,"Chicken, broilers or fryers, thigh, meat and skin, raw",0.25,16.52,16.61,221.0
172386,"Chicken, broilers or fryers, thigh, meat and skin, cooked, fried, batter",9.08,21.61,16.53,277.0
172387,"Chicken, broilers or fryers, thigh, meat only, cooked, fried",1.18,28.18,10.3,218.0
172388,"Chicken, broilers or fryers, thigh, meat only, cooked, roasted",0.0,24.76,8.15,179.0
172389,"Chicken, broilers or fryers, thigh, meat only, cooked, stewed",0.0,25.0,9.79,195.0
172390,"Chicken, broilers or fryers, wing, meat and skin, raw",0.0,17.52,12.85,191.0
172391,"Chicken, broilers or fryers, wing, meat only, cooked, fried",0.0,30.15,9.15,211.0
172392,"Chicken, broilers or fryers, wing, meat only, cooked, roasted",0.0,30.46,8.13,203.0
172393,"Chicken, broilers or fryers, wing, meat only, cooked, stewed",0.0,27.18,7.18,181.0
172394,"Chicken, roasting, meat and skin and giblets and neck, raw",0.09,17.09,15.46,213.0
172395,"Chicken, roasting, meat only, cooked, roasted",0.0,25.01,6.63,167.0
172396,"Chicken, roasting, giblets, raw",1.14,18.14,5.04,127.0
172397,"Chicken, roasting, giblets, cooked, simmered",0.86,26.77,5.22,165.0
172398,"Chicken, roasting, light meat, meat only, raw",0.0,22.2,1.63,109.0
172399,"Chicken, stewing, meat and skin, and giblets and neck, cooked, stewed",0.0,24.88,11.91,214.0
172400,"Chicken, stewing, meat and skin, raw",0.0,17.55,20.33,258.0
172401,"Chicken, stewing, meat and skin, cooked, stewed",0.0,26.88,18.87,285.0
172402,"Chicken, stewing, meat only, raw",0.0,21.26,6.32,148.0
172403,"Chicken, stewing, meat only, cooked, stewed",0.0,30.42,11.89,237.0
172404,"Chicken, stewing, dark meat, meat only, raw",0.0,19.7,8.12,157.0
172405,"Chicken, stewing, dark meat, meat only, cooked, stewed",0.0,28.14,15.28,258.0
172406,"Chicken, capons, meat and skin and giblets and neck, raw",0.08,18.51,16.9,232.0
172407,"Chicken, capons, meat and skin and giblets and neck, cooked, roasted",0.04,28.35,11.67,226.0
172408,"Duck, domesticated, meat and skin, raw",0.0,11.49,39.34,404.0
172409,"Duck, domesticated, meat and skin, cooked, roasted",0.0,18.99,28.35,337.0
172410,"Duck, domesticated, meat only, raw",0.94,18.28,5.95,135.0
172411,"Duck, domesticated, meat only, cooked, roasted",0.0,23.48,11.2,201.0
172412,"Goose, domesticated, meat and skin, cooked, roasted",0.0,25.16,21.92,305.0
172413,"Goose, domesticated, meat only, raw",0.0,22.75,7.13,161.0
172414,"Goose, domesticated, meat only, cooked, roasted",0.0,28.97,12.67,238.0
172415,"Goose, liver, raw",6.32,16.37,4.28,133.0
172416,"Guinea hen, meat and skin, raw",0.0,23.4,6.45,158.0
172417,"Pheasant, leg, meat only, raw",0.0,22.2,4.3,134.0
172418,"Quail, meat and skin, raw",0.0,19.63,12.05,192.0
172419,"Quail, meat only, raw",0.0,21.76,4.53,134.0
172420,"Lentils, raw",63.35,24.63,1.06,352.0
172421,"Lentils, mature seeds, cooked, boiled, without salt",20.13,9.02,0.38,116.0
172422,"Lima beans, thin seeded (baby), mature seeds, cooked, boiled, without salt",23.31,8.04,0.38,126.0
172423,"Lupins, mature seeds, raw",40.37,36.17,9.74,371.0
172424,"Lupins, mature seeds, cooked, boiled, without salt",9.88,15.57,2.92,119.0
172425,"Mothbeans, mature seeds, raw",61.52,22.94,1.61,343.0
172426,"Mothbeans, mature seeds, cooked, boiled, without salt",20.96,7.81,0.55,117.0
172427,"Mungo beans, mature seeds, cooked, boiled, without salt",18.34,7.54,0.55,105.0
172428,"Peas, green, split, mature seeds, raw",61.63,23.12,3.89,364.0
172429,"Peas, split, mature seeds, cooked, boiled, without salt",21.1,8.34,0.39,118.0
172430,"Peanuts, all types, raw",16.13,25.8,49.24,567.0
172431,"Peanuts, spanish, oil-roasted, with salt",17.45,28.01,49.04,579.0
172432,"Peanuts, valencia, raw",20.91,25.09,47.58,570.0
172433,"Peanuts, valencia, oil-roasted, with salt",16.3,27.04,51.24,589.0
172434,"Peanuts, virginia, raw",16.54,25.19,48.75,563.0
172435,"Peanut flour, low fat",31.27,33.8,21.9,428.0
172436,"Pigeon peas (red gram), mature seeds, raw",62.78,21.7,1.49,343.0
172437,"Pigeon peas (red gram), mature seeds, cooked, boiled, without salt",23.25,6.76,0.38,121.0
172438,"Refried beans, canned, traditional style",13.55,4.98,2.01,90.0
172439,"Bacon, meatless",5.31,11.69,29.52,309.0
172440,"Soybeans, mature seeds, roasted, salted",30.22,38.55,25.4,469.0
172441,"Soybeans, mature seeds, dry roasted",28.98,43.32,21.62,449.0
172442,Miso,25.37,12.79,6.01,198.0
172443,Natto,12.68,19.4,11.0,211.0
172444,"Soy flour, low-fat",30.63,49.81,8.9,372.0
172445,"Soy meal, defatted, raw",35.89,49.2,2.39,337.0
172446,"Soymilk, original and vanilla, unfortified",6.28,3.27,1.75,54.0
172447,"Soy protein concentrate, produced by alcohol extraction",25.41,63.63,0.46,328.0
172448,"Tofu, firm, prepared with calcium sulfate and magnesium chloride (nigari)",2.85,9.04,4.17,78.0
172449,"Tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)",1.18,7.17,3.69,61.0
172450,"Tofu, dried-frozen (koyadofu)",10.03,52.47,30.34,477.0
172451,"Tofu, fried",8.86,18.82,20.18,270.0
172452,Okara,12.23,3.52,1.73,76.0
172453,"Winged beans, mature seeds, cooked, boiled, without salt",14.94,10.62,5.84,147.0
172454,"Hummus, home prepared",20.12,4.86,8.59,177.0
172455,"Falafel, home-prepared",31.84,13.31,17.8,333.0
172456,"Soymilk, original and vanilla, with added calcium, vitamins A and D",4.92,2.6,1.47,43.0
172457,"Peanut spread, reduced sugar",14.23,24.8,54.89,650.0
172458,"Peanut butter, smooth, reduced fat",35.65,25.9,34.0,520.0
172459,"Peanut butter, smooth, vitamin and mineral fortified",18.75,25.72,50.81,591.0
172460,"Peanut butter, chunky, vitamin and mineral fortified",17.69,26.06,51.47,593.0
172461,"MORI-NU, Tofu, silken, firm",2.4,6.9,2.7,62.0
172462,"MORI-NU, Tofu, silken, extra firm",2.0,7.4,1.9,55.0
172463,"MORI-NU, Tofu, silken, lite firm",1.1,6.3,0.8,37.0
172464,"MORI-NU, Tofu, silken, lite extra firm",1.0,7.0,0.7,38.0
172465,"Refried beans, canned, fat-free",13.5,5.34,0.45,79.0
172466,"Frijoles rojos volteados (Refried beans, red, canned)",15.47,5.0,6.93,144.0
172467,"Tempeh, cooked",7.62,19.91,11.38,195.0
172468,"Vitasoy USA, Nasoya Lite Firm Tofu",1.3,8.3,1.7,54.0
172469,"Peanut butter, chunk style, without salt",21.57,24.06,49.94,589.0
172470,"Peanut butter, smooth style, without salt",22.31,22.21,51.36,598.0
172471,"Peanut butter with omega-3, creamy",17.0,24.47,54.17,608.0
172472,"Pigeon peas (red gram), mature seeds, cooked, boiled, with salt",23.25,6.76,0.38,121.0
172473,"Soy sauce made from soy and wheat (shoyu), low sodium",5.59,9.05,0.3,57.0
172474,"Soy sauce, reduced sodium, made from hydrolyzed vegetable protein",14.44,8.19,0.31,90.0
172475,"Tofu, raw, firm, prepared with calcium sulfate",2.78,17.27,8.72,144.0
172476,"Tofu, raw, regular, prepared with calcium sulfate",1.87,8.08,4.78,76.0
172477,"Winged beans, mature seeds, cooked, boiled, with salt",14.94,10.62,5.84,147.0
172478,"Veal, Australian, rib, rib roast, separable lean only, raw",1.4,21.7,4.63,134.0
172479,"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, raw",0.0,16.88,21.59,267.0
172480,"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, cooked",0.0,24.52,20.94,294.0
172481,"Lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, raw",0.0,18.91,13.38,201.0
172482,"Lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",0.0,28.37,13.46,243.0
172483,"Lamb, foreshank, separable lean only, trimmed to 1/4"" fat, choice, raw",0.0,21.08,3.29,120.0
172484,"Lamb, foreshank, separable lean only, trimmed to 1/4"" fat, choice, cooked, braised",0.0,31.01,6.02,187.0
172485,"Lamb, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",0.0,26.41,12.45,225.0
172486,"Lamb, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, raw",0.0,20.52,4.19,125.0
172487,"Lamb, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",0.0,28.17,6.67,180.0
172488,"Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/4"" fat, choice, raw",0.0,16.94,22.11,272.0
172489,"Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",0.0,25.17,23.08,316.0
